WeatherPy_Database.csv,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
615,Marquette,US,2020-10-04 03:35:23,46.53,-87.63,41.0,95,89,1.14
616,Dalby,AU,2020-10-04 03:35:23,-27.18,151.27,78.8,34,0,16.11
617,Kudahuvadhoo,MV,2020-10-04 03:35:23,2.67,72.89,83.46,68,99,7.27
618,Saint Anthony,US,2020-10-04 03:31:49,45.02,-93.22,45.0,75,90,4.29
619,Juodupe,LT,2020-10-04 03:35:23,56.08,25.62,56.32,86,100,16.24
620,Havre-Saint-Pierre,CA,2020-10-04 03:32:25,50.23,-63.6,42.8,93,90,8.05
621,Hamilton,US,2020-10-04 03:35:23,39.18,-84.53,55.99,81,90,3.67
622,Nynashamn,SE,2020-10-04 03:31:46,58.9,17.95,59.0,68,99,22.37
623,Jackson,US,2020-10-04 03:30:29,42.42,-122.83,73.4,33,1,3.36
624,Samarkand,UZ,2020-10-04 03:31:43,39.65,66.96,57.2,41,74,6.93
625,Tynda,RU,2020-10-04 03:35:23,55.17,124.72,43.03,61,12,11.36
626,Yaan,NG,2020-10-04 03:32:28,7.38,8.57,72.97,99,99,3.78
627,Ryotsu,JP,2020-10-04 03:35:23,38.08,138.43,75.2,73,75,3.36
628,Chimbote,PE,2020-10-04 03:35:24,-9.09,-78.58,62.11,87,100,6.64
629,Pervomayskoye,RU,2020-10-04 03:35:24,43.92,46.71,62.65,67,87,12.26
630,Catamarca,AR,2020-10-04 03:35:24,-28.47,-65.79,45.0,70,47,1.99
631,Biloela,AU,2020-10-04 03:35:24,-24.42,150.5,80.92,36,7,12.71
632,Gamba,GA,2020-10-04 03:31:43,-2.65,10.0,77.02,88,100,6.49
633,Prince Rupert,CA,2020-10-04 03:30:13,54.32,-130.32,51.8,100,75,3.36
634,Eskisehir,TR,2020-10-04 03:35:24,39.78,30.52,41.0,86,35,2.24
635,Tilichiki,RU,2020-10-04 03:32:30,60.47,166.1,44.13,57,1,9.46
636,Csanadpalota,HU,2020-10-04 03:35:24,46.25,20.73,73.0,49,85,16.11
637,Kaduqli,SD,2020-10-04 03:35:24,11.02,29.72,72.01,92,79,1.41
638,Itarana,BR,2020-10-04 03:35:24,-19.87,-40.88,72.57,74,0,3.47
639,Xuddur,SO,2020-10-04 03:35:24,4.12,43.89,74.57,75,100,9.48
640,Pakxe,LA,2020-10-04 03:35:24,15.12,105.78,86.0,79,75,2.24
641,Danielskuil,ZA,2020-10-04 03:35:25,-28.19,23.54,34.7,82,0,2.26
642,Severomuysk,RU,2020-10-04 03:35:25,56.15,113.43,23.9,85,17,4.61
643,Mantua,IT,2020-10-04 03:35:25,45.17,10.78,51.01,90,1,1.01
644,Mezhdurechenskiy,RU,2020-10-04 03:35:25,59.6,65.93,34.88,85,74,11.36
645,Nago,JP,2020-10-04 03:35:25,26.59,127.98,86.0,66,90,11.41
646,Kibala,TD,2020-10-04 03:35:25,9.11,18.35,77.0,83,20,6.93
647,Iqaluit,CA,2020-10-04 03:32:04,63.75,-68.51,32.0,95,90,4.7
648,Linguere,SN,2020-10-04 03:35:25,15.4,-15.12,80.11,72,12,8.01
649,Saint-Francois,FR,2020-10-04 03:31:42,46.42,3.91,50.0,71,75,8.05
650,Payyannur,IN,2020-10-04 03:35:25,12.1,75.2,75.2,94,75,1.12
651,San Carlos,VE,2020-10-04 03:35:25,9.66,-68.58,73.47,91,87,2.42
652,Ust-Nera,RU,2020-10-04 03:35:25,64.57,143.2,32.94,69,0,7.27
653,Tapes,BR,2020-10-04 03:32:42,-30.67,-51.4,56.73,88,100,15.99
654,Srednekolymsk,RU,2020-10-04 03:32:11,67.45,153.68,37.62,69,30,8.95
655,Naron,ES,2020-10-04 03:35:26,43.52,-8.15,57.2,82,99,6.93
656,College,US,2020-10-04 03:32:16,64.86,-147.8,51.8,61,40,4.7
657,Aleppo,SY,2020-10-04 03:35:26,36.25,37.5,62.87,88,0,10.07
658,La Ronge,CA,2020-10-04 03:32:23,55.1,-105.28,50.0,61,75,12.75
659,Camacha,PT,2020-10-04 03:32:13,33.08,-16.33,69.8,77,20,9.17
660,Le Moule,GP,2020-10-04 03:35:26,16.33,-61.35,77.0,88,98,16.04
661,Romny,UA,2020-10-04 03:35:26,50.75,33.47,52.38,69,75,11.18
662,Omboue,GA,2020-10-04 03:35:26,-1.57,9.26,76.69,89,99,7.38
663,Berdigestyakh,RU,2020-10-04 03:32:17,62.1,126.7,36.88,75,0,7.36
664,Alekseyevka,RU,2020-10-04 03:35:26,50.63,38.69,50.18,43,87,7.81
665,Tupiza,BO,2020-10-04 03:35:26,-21.45,-65.72,59.72,47,0,8.97
666,Northam,GB,2020-10-04 03:35:27,51.03,-4.22,52.0,80,100,21.0
667,Brae,GB,2020-10-04 03:31:44,60.4,-1.35,55.4,82,99,19.46
668,Nouadhibou,MR,2020-10-04 03:31:39,20.93,-17.03,69.8,83,0,24.16
669,Isabela,PH,2020-10-04 03:35:27,6.71,121.97,87.8,74,40,16.11
670,Bucksport,US,2020-10-04 03:35:27,44.57,-68.8,52.0,94,60,1.99
671,Arica,CL,2020-10-04 03:31:53,-18.48,-70.3,61.0,81,90,0.83
672,Pontes E Lacerda,BR,2020-10-04 03:32:08,-15.23,-59.34,82.45,42,50,2.37
673,Harare,ZW,2020-10-04 03:35:27,-17.83,31.05,64.11,48,6,6.26
674,Mercedes,AR,2020-10-04 03:35:27,-34.65,-59.43,44.01,78,58,1.99
675,Mandalgovi,MN,2020-10-04 03:32:17,45.76,106.27,36.16,56,0,10.92
676,Laramie,US,2020-10-04 03:33:54,41.31,-105.59,45.0,39,1,4.7
677,Santa Rosa,PH,2020-10-04 03:35:27,14.31,121.11,91.99,66,75,5.82
678,Waingapu,ID,2020-10-04 03:35:27,-9.66,120.26,86.94,54,42,12.46
679,Tigil,RU,2020-10-04 03:35:27,57.8,158.67,49.53,54,96,2.89
680,Sebinkarahisar,TR,2020-10-04 03:35:27,40.29,38.42,48.96,70,0,0.87
681,Shelburne,CA,2020-10-04 03:32:30,44.08,-80.2,45.0,93,90,1.41
682,Guinguineo,SN,2020-10-04 03:35:28,14.27,-15.95,77.47,89,2,5.93
683,Leh,IN,2020-10-04 03:35:28,34.17,77.58,45.97,43,0,4.41
684,Danjiangkou,CN,2020-10-04 03:35:28,32.54,111.51,62.87,81,100,4.07
685,Matamoros,MX,2020-10-04 03:33:39,25.53,-103.25,77.0,22,5,4.85
686,Cedral,MX,2020-10-04 03:35:28,23.8,-100.73,60.94,45,0,9.84
687,Inta,RU,2020-10-04 03:35:28,66.03,60.17,32.38,95,84,8.99
688,Poum,NC,2020-10-04 03:32:12,-20.23,164.02,73.08,67,0,13.22
689,Muros,ES,2020-10-04 03:32:09,42.78,-9.06,57.0,89,75,12.19
690,Wajima,JP,2020-10-04 03:32:05,37.4,136.9,73.4,78,75,10.29
691,Curup,ID,2020-10-04 03:35:28,-3.47,102.53,85.75,48,100,2.71
692,Acajutla,SV,2020-10-04 03:32:18,13.59,-89.83,70.0,100,100,4.47
693,Brenham,US,2020-10-04 03:30:30,30.17,-96.4,69.8,73,1,4.7
694,Palmer,US,2020-10-04 03:32:11,42.16,-72.33,45.0,100,1,2.75
695,Lebedyan,RU,2020-10-04 03:35:28,53.02,39.17,41.0,52,1,6.71
696,Omsukchan,RU,2020-10-04 03:31:56,62.53,155.8,40.86,64,70,1.3
697,Gigmoto,PH,2020-10-04 03:35:29,13.78,124.39,85.21,71,81,3.67
698,Khani,GE,2020-10-04 03:32:18,41.96,42.96,55.4,100,40,3.02
699,Leo,BF,2020-10-04 03:35:29,11.1,-2.1,72.66,91,74,2.55
700,Bejar,ES,2020-10-04 03:35:29,40.39,-5.76,50.0,87,40,10.29
701,Karratha,AU,2020-10-04 03:30:25,-20.74,116.85,80.92,16,13,20.42
702,Kuressaare,EE,2020-10-04 03:35:29,58.25,22.5,59.0,93,40,18.34
703,Bayir,TR,2020-10-04 03:35:29,37.27,28.22,57.2,71,0,1.12
704,Baltasi,RU,2020-10-04 03:35:29,56.35,50.21,38.71,81,0,8.41
705,Nelson Bay,AU,2020-10-04 03:35:29,-32.72,152.15,88.0,28,0,5.82
706,Strezhevoy,RU,2020-10-04 03:35:29,60.73,77.59,32.0,91,75,6.71
707,Severo-Yeniseyskiy,RU,2020-10-04 03:32:09,60.37,93.04,43.12,87,100,11.79
708,Banff,CA,2020-10-04 03:33:58,51.18,-115.57,60.01,51,71,11.99
709,Santander,ES,2020-10-04 03:35:29,43.46,-3.8,59.0,62,75,8.05
710,Camacupa,AO,2020-10-04 03:35:30,-12.02,17.48,66.2,66,1,2.44
711,Bousso,TD,2020-10-04 03:35:30,10.48,16.71,75.9,82,100,3.42
712,Garavuti,TJ,2020-10-04 03:35:30,37.57,68.45,57.2,67,40,1.54
713,Sao Gabriel Da Cachoeira,BR,2020-10-04 03:32:30,-0.13,-67.09,74.95,89,27,0.98
714,Durban,ZA,2020-10-04 03:30:57,-29.86,31.03,64.4,88,75,5.82
715,General Roca,AR,2020-10-04 03:35:30,-39.03,-67.58,46.4,49,40,12.75
716,Alberton,CA,2020-10-04 03:35:30,46.82,-64.07,53.8,64,61,12.01
717,Maraa,BR,2020-10-04 03:35:30,-1.83,-65.37,75.45,84,44,0.6
718,Coquimbo,CL,2020-10-04 03:31:56,-29.95,-71.34,51.8,71,91,6.89
